given_name,created_date,last_modified_date,family_name,credit_name,other_names,orcid_identifier_path,biography,researcher_urls,emails,keywords,external_ids,organization_name,organization_address_city,organization_address_region,organization_address_country,organization_disambiguated_organization_identifier,organization_disambiguation_source,department_name,role_title,url_value,display_index,visibility,created_date_value,start_date_year_value,start_date_month_value,start_date_day_value,end_date_year_value,end_date_month_value,end_date_day_value
David,2016-04-15,2016-04-15,Singer,David A. Singer,,0000-0001-7150-4001,NA,,,,,Case Western Reserve University,Cleveland,NA,US,NA,NA,"Mathematics, Applied Math & Statistics",Professor,https://case.edu/artsci/math/singer/home.html,1,public,2019-04-11,1975,07,01,NA,NA,NA
Chris,2016-04-15,2016-04-15,Mihos,NA,,0000-0002-7089-8616,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Astronomy,Professor of Astronomy,NA,0,public,2015-07-22,NA,NA,NA,NA,NA,NA
David,2020-04-06,2020-04-06,Nguyen,NA,,0000-0001-5738-2976,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,Post-doc,NA,1,public,2020-04-08,2020,07,01,NA,NA,NA
Daniel,2016-04-15,2016-04-15,Rhoads,Daniel D. Rhoads,,0000-0002-7636-5191,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Pathology,NA,NA,0,public,2017-06-27,2016,08,01,NA,NA,NA
Christopher,2016-04-16,2016-04-16,Wirth,NA,,0000-0003-3380-2029,NA,,,,,Case Western Reserve University,Cleveland,OH,US,142683,RINGGOLD,Chemical and Biomolecular Engineering,Assistant Professor,https://wirthlab.org/,1,public,2021-05-12,2020,01,01,NA,NA,NA
Svetlana,2018-02-14,2018-02-14,Morozova,NA,,0000-0002-1002-7413,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Macromolecular Science and Engineering,Assistant Professor,https://morozovalab.net,1,public,2019-07-31,2019,07,01,NA,NA,NA
Rui,2016-04-15,2016-04-15,Amaral Mendes,Rui Amaral Mendes,,0000-0001-7628-8598,"Professor Rui Amaral Mendes, DMD, PhD, FIAOMS, FIAOO
Adjunct Professor of Oral and Maxillofacial Medicine 
Department of Oral and Maxillofacial Medicine and Diagnostic Sciences, Case Western Reserve University
Distinguished Visiting Professor of Oral and Maxillofacial Medicine 
Tehran University of Medical Sciences
Integrated Member of CINTESIS - Center for Health Technology and Services Research (Centro de Investigação em Tecnologias e Serviços de Saúde), Portugal
Researcher at CIPES - Center for Research in Higher Education Policies (Centro de Investigação em Políticas de Ensino Superior), University of Porto, Portugal
Member - Executive Board of the Association for Dental Education in Europe 
Associate Editor of the British Medical Journal - Case Reports
Associate Editor of the Journal of Oral Pathology and Medicine
Editorial Board Member of Oral Diseases
Fellow of the International Association of Oral and Maxillofacial Surgeons
Fellow of the International Academy of Oral Oncology
Member of the American Society of Clinical Oncology
Former Member - Executive Board of the ASPIRE/AMEE - Association for Medical Education in Europe
Former Member - Executive Board of the International Society of Oral Oncology, Vice-President for Communications 
Former Professor of Oral Medicine, Oral Oncology and Oral Surgery, The Catholic University of Portugal
Former Chair of the DMD Program and Clinical Director, The Catholic University of Portugal 
Former Chair of the Post-Graduation Course in Oral and Maxillofacial Pathology, The Catholic University of Portugal",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Oral and Maxillofacial Medicine,Adjunct Professor of Oral and Maxillofacial Medicine ,NA,1,public,2014-10-09,2014,10,01,NA,NA,NA
Jonnelle,2020-03-26,2020-03-26,Edwards-Glenn,NA,,0000-0002-1470-6480,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Cardiology,Postdoctoral Scholar,NA,1,public,2021-09-02,2021,09,01,NA,NA,NA
Stephen,2016-04-16,2016-04-16,Fink,Stephen P. Fink,,0000-0003-4107-7912,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Case Comprehensive Cancer Center,Assistant Professor,NA,1,public,2020-01-08,1997,11,17,NA,NA,NA
Damilare,2017-07-27,2017-07-27,Samuel,NA,,0000-0002-2237-7373,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,"Mathematics, Applied Mathematics and Statistic",Graduate Teaching Assistant,NA,1,public,2022-01-04,2021,08,NA,NA,NA,NA
Roger,2016-04-15,2016-04-15,French,Roger H. French,,0000-0002-6162-0532,"Roger H. French is the Kyocera Professor in the Case School of Engineering, Case Western Reserve University, Cleveland, Ohio. His primary appointment is in Materials Science and Engineering, and he has secondary appointments in Macromolecular Science, Computer and Data Sciences, Biomedical Engineering, and Physics. He is the faculty director of the CWRU Applied Data Science program which offers graduate classes and an undergraduate minor university-wide. He is the director of the SDLE Research Center at CWRU, an Ohio Third Frontier, Wright Project center focused on lifetime and degradation science of long lived technologies and data science and analytics. 
     He is a participant in the Performance and Reliability of Photovoltaic Systems task 13 of the International Energy Agency, Photovoltaic Power Systems Programme. He is a member of IEC TC82-WG2,WG3 “Solar Photovoltaic Energy Systems, Modules & Systems” US-Technical Advisory Group; the Standards Technical Panel (STP) of UL, “Flat-Plate Photovoltaic Modules and Panels”; Intl. PV Module QA Task Force; and ASTM Committees on Weathering and Durability: Service Life Prediction and Photovoltaic Electric Power Conversion. He was a member of the U. S. Department of Energy, Basic Energy Science Advisory Committee. 
     His group of more than 30 students and associates uses VUV and optical spectroscopies, spectroscopic ellipsometry to study optical properties, electronic structure, and radiation durability of optical materials, polymers, ceramics, and liquids. Optical properties determine the van der Waals quantum electrodynamical interactions which drive wetting and mesoscale assembly in systems such as nanotubes and biomolecular materials such as DNA, and proteins. 
     His group develops Hadoop2/Hbase/Spark-based, non-relational, distributed computing environments for data science and analytics of complex systems. This allows multi-factor real world performance to be integrated with lab-based experimental datasets to, for example, identify degradation mechanisms and pathways active over a technology’s lifetime. These approaches use network modeling, using structural equations, and graphs to model global spatio-temporal systems such as PV power plants and buildings. 
Lifetime and degradation science (L&DS) looks at long-lived environmentally-exposed materials, components, and systems such as PV technologies and roofing, building exteriors, and more. For example DOE-SunShot projects focus on crystalline silicon PERC modules lifetime performance. The SDLE Research center uses data science and machine learning methods for a broad range of energy and materials projects, including a DOE ARPA-E funded building energy efficiency project and a DOE NETL funded Rapid Alloy Qualification project. 
     Prior to joining Case Western Reserve in 2010, French was a Research Fellow in Central Research and Development, DuPont Co. (starting in 1985) and Adjunct Professor of Materials Science, University of Pennsylvania (from 1994). He received his B. S. from Cornell University and his Ph.D. from Massachusetts Institute of Technology, both in Materials Science. 
     He has published 158 journal articles, 135 proceedings papers, 1 book, 18 book chapters, 6 software packages, 6 open datasets, and given 159 invited talks and 297 conference presentations. He has 28 issued U. S. patents and 1 active filing.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Materials Science and Engineering,Kyocera Professor,http://engineering.case.edu/profiles/rxf131,1,public,2018-06-06,2010,08,15,NA,NA,NA
David B,2016-11-09,2016-11-09,Miller,NA,,0000-0002-0387-9781,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,"Jack, Joseph and Morton Mandel School of Applied Social Sciences",Associate Professor,http://msass.case.edu/faculty/dmiller/,1,public,2018-10-18,1993,07,01,NA,NA,NA
Focco,2017-07-12,2017-07-12,van den Akker,NA,,0000-0001-9210-3565,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Biochemistry,Associate Professor,https://case.edu/medicine/biochemistry/faculty/focco-van-den-akker,1,public,2020-04-17,2003,07,01,NA,NA,NA
Brandon,2020-03-31,2020-03-31,Miller,NA,,0000-0002-0780-8358,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Physiology & Biophysics,Graduate Assistant,NA,1,public,2020-08-24,2020,08,01,NA,NA,NA
Jordan,2018-12-20,2018-12-20,Winter,NA,,0000-0002-5200-6557,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Biochemistry,Professor,https://case.edu/cancer/members/member-directory/jordan-winter,1,public,2022-03-12,2018,09,01,NA,NA,NA
Wei,2016-04-15,2016-04-15,Xin,NA,,0000-0003-0987-0443,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,pathology,Professor,NA,1,public,2021-03-09,2005,07,01,NA,NA,NA
Dr. Vivian,2016-04-15,2016-04-15,Laughlin,Dr. Vivian A. Laughlin,,0000-0002-6270-2986,"Dr. Vivian A. Laughlin is currently an Andrew W. Mellon/Humanities in Leadership Learning Series (HILLS) Postdoctoral Scholar in the Department of Religious Studies at Case Western Reserve University. After receiving her Ph.D. in 2019, she became a U.S. Fulbright Postdoctoral Scholar (2019-2021) hosted in the Classical and Ancient Near Eastern Archaeology Department at Hebrew University of Jerusalem. 

Dr. Laughlin has a broad scope of experience, including but not limited to polytheistic religions, historical archaeology, surveys, and excavations in Australia, Egypt, Greece, Haiti, Italy (Naples, Pompeii, Rome, Sicily, and Tivoli), South Korea, Southern Levant (Ancient Judea, Palestine, Jordan), and Turkey. 

Her archaeological training spans from Middle Bronze Age through the Roman Imperial Period. However, her specific research and interests are within the Hellenistic and Roman periods. Her current research explores ancient polytheistic religions; and the ruler's political ploys, which appropriated and, in some instances, created erasure of ancient Egyptian deities east and west of the Mediterranean. The scope of her research showcases material culture used as forms of media that became dynamic tools within the political propaganda of ancient rulers. Her research ultimately exhibits various aspects of how ancient religion helped shape ancient cultures and societies.

Dr. Laughlin has a B.A. in Business Management and Psychology from DePaul University (Chicago, Illinois), an M.A. in Intercultural Religious and Cross-Cultural Studies with a minor in Biblical Studies from Catholic Theological Union (Chicago, Illinois), and a Ph.D. in Ancient Near Eastern Archaeology and Anthropology with a minor in Early Church History from Andrews University (Berrien Springs, Michigan).",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Classics,Andrew W. Mellon/HILLS Postdoctoral Scholar,NA,1,public,2021-04-17,2021,08,01,NA,NA,NA
Xinghong,2017-04-13,2017-04-13,Dai,NA,,0000-0002-4102-3175,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of Physiology and Biophysics,Assistant Professor,https://physiology.case.edu/,1,public,2019-08-30,2019,01,15,NA,NA,NA
athar,2019-01-09,2019-01-09,khalil,NA,,0000-0002-4072-6143,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,NA,NA,1,public,2021-08-14,NA,NA,NA,NA,NA,NA
Vipin,2020-09-20,2020-09-20,Chaudhary,NA,,0000-0001-9672-6225,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Computer and Data Sciences,Professor,NA,1,public,2020-09-20,2020,08,NA,NA,NA,NA
Saima,2016-04-15,2016-04-15,Karim,NA,,0000-0001-6252-2400,NA,,,,,Case Western Reserve University,OH,OH,US,http://dx.doi.org/10.13039/100008136,FUNDREF,NA,NA,NA,1,public,2021-11-09,NA,NA,NA,NA,NA,NA
Xusheng,2016-11-09,2016-11-09,Xiao,NA,,0000-0003-4797-4294,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Computer and Data Sciences,Assistant Professor,NA,1,public,2017-05-30,2017,02,21,NA,NA,NA
Cynthia,2016-07-14,2016-07-14,Bearer,NA,,0000-0003-4809-2250,"I am Chief of the Division of Neonatology and the William & Lois Briggs Chair of Neonatology at Rainbow Babies & Children’s Hospital, Professor of Pediatrics with tenure at Case Western Reserve University and Editor-in-Chief of Pediatric Research, the official journal of the American Society of Pediatrics, European Society for Paediatric Research and Society for Pediatric Research. I am actively involved in research, education and service. I have published extensively on fetal and pediatric environmental health. My research has received funding from NIH, CDC and U.S. EPA. I have established fatty acid ethyl esters as a biomarker for both in utero exposure to ethanol, and ethanol impact on neurocognitive outcomes. My laboratory is studying the impact of environmental and endogenous solvents on the development of the brain, and investigating environmental exposures in the neonatal intensive care unit. I am currently funded by the NIH/NICHD to study the impact of bilirubin on membrane microdomains called lipid rafts, and the neuroprotection conferred by choline from this exposure. I am frequently invited to speak nationally and internationally. I have published 10 book chapters, and more than 100 peer reviewed articles on these topics.  I am a past President of the Fetal Alcohol Spectrum Disorder Study Group. I am past Chair of the Board for the Children’s Environmental Health Network. I am a Smith College Medalist. I have been recognized as “Best Doctors in America” since 2017. I am the 2019 recipient of the Children’s Environmental Health Network’s Child Health Advocate Science Award.",,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Pediatrics,Professor with tenure,NA,1,public,2021-09-11,2019,12,01,NA,NA,NA
Joshua,2018-10-28,2018-10-28,Gerlick,Joshua A. Gerlick,,0000-0002-5354-4146,"Joshua Gerlick is a seasoned corporate executive, research academician, and management educator, whose unparalleled ability to communicate broadly between practitioner and scholarly spheres of influence has earned him a reputation as a trusted advisor and highly-sought speaker. His current research agenda is situated at the intersection of advanced technology systems, human-computer interaction, and organizational learning -- examining how firms navigate moral hazards and develop risk mitigation strategies within an ecosystem increasingly driven by artificial intelligence-based decision-making platforms. He uniquely illuminates relevant insights that suggest how public policy and industry self-regulation may co-exist to reduce algorithmic bias, increase data transparency, and validate fairness and inclusion in AI-based decision-making.

Joshua has also earned numerous awards and accolades during his career as an entrepreneur, executive, and consultant. He is recognized as a ""science pioneer"" by the University of San Francisco and a ""rising star"" by the Pittsburgh Technology Council. His expertise commercializing public- and private-sector technologies spans industrial domains including semiconductor fabrication, diagnostic medical device manufacturing, and autonomous vehicle control systems. Organizations honoring his contributions as a champion of technology commercialization and agent of change include Honeywell Aerospace, the Project Management Institute, and NASDAQ.

As a scholar, Joshua has served on the faculty of Case Western Reserve University and Grand Valley State University, and he regularly accepts speaking engagements throughout the world. He is an active member and contributor to numerous scholarly- and practitioner-oriented organizations.

Joshua is completing his PhD in Management at Case Western Reserve University. He earned an MBA and BS in Business Administration from Carnegie Mellon University.",,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,NA,Adjunct Professor / Coach / Research Assistant,NA,1,public,2020-03-15,2018,08,22,NA,NA,NA
Karla,2018-09-27,2018-09-27,Coburn,NA,,0000-0001-8424-1394,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Anatomy,Instructor,NA,1,public,2022-02-22,2021,08,01,NA,NA,NA
Byung-Gyu,2017-05-02,2017-05-02,Kim,NA,,0000-0002-8921-5061,NA,,,,,Case Western Reserve University,Cleveland,OH,US,grid.67105.35,GRID,Pediatrics,Adjunct Faculty/Instructor/Research Scientist/Research Associate,NA,1,public,2020-04-30,2006,05,NA,NA,NA,NA
Christopher,2019-05-08,2019-05-08,Clark,NA,,0000-0002-2727-6651,"Dr. Christopher L. Clark is the Director of Choirs at Case Western Reserve University. Before joining Case Western, Dr. Clark was the Director of Vocal Music for the Southern Berkshire Regional School District in Sheffield, Massachusetts, teaching choir to students in grades 3-12 with 9 distinct choral ensembles. SBRSD has been designated a “Best Community for Music Education” by the NAMM foundation for the past 6 years. During his time in the Berkshires, Dr. Clark was also the Music Director at Grace Church in Great Barrington, Massachusetts, conducted the Albany Gay Men’s Chorus, conducted the Sheffield Messiah Choir, associate conducted the Cantilena Chamber Choir, and was the treasurer of MassACDA.

As a vocalist, Dr. Clark performs with the Boston-based social-justice ensemble Voices 21C. Voices 21C specializes in group improvisation, weaving narratives into choral performances, programming music of marginalized voices, and highlighting Islamic choral music. Advocates for building cultural bridges, the ensemble recently toured to Israel, Palestine, and Mexico. Voices 21C was a Headline Choir at the 2020 ACDA Eastern Region Conference in Rochester and headlined the 2019 Choralies festival in Vaison-la-Romaine, France. 

His research interests include the use of improvisation in the choral classroom, and how the religiosity of a teacher overtly or discreetly influences student instruction. Mr. Clark’s article on James MacMillan’s Cantos Sagrados was recently published in the American Choral Directors Association publication The Choral Journal. He is a frequent honor choir conductor and presenter at music education conferences such as the International Society for Music Education, the National Association for Music Education National Conference, The World Choral Expo in Lisbon, Portugal, the ACDA Eastern Division Conference, as well as the Music Education Associations of Massachusetts, New Hampshire, Ohio, and Maryland. Dr. Clark was designated a 2013 Yale “Distinguished Music Educator,” a 2019 Berkshire County “40 under 40,” and is a quarterfinalist for the 2022 Grammy Music Education Award.

Dr. Clark earned a Bachelor of Music cum laude from Cleveland State University, two Masters of Music degrees in Choral Conducting and Music Education from Bowling Green State University, and a Doctor of Philosophy degree in Music Education from The Hartt School of Music.",,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Music Education,Director of Choirs,https://case.edu/artsci/music/ensembles/case-concert-choir,1,public,2021-11-19,2021,08,01,NA,NA,NA
